,text,class,embedding
735,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,2,"[-3.88378576e-02  2.15753653e-01  2.75468226e-02  1.07326712e-01
  1.85827595e-01 -1.62172800e-01 -4.13133560e-02  2.20374581e-01
 -8.57623515e-02  2.34127366e-01  1.15413348e-01 -6.22175874e-02
 -1.33677039e-01 -7.94910805e-02 -2.01890836e-01  1.19924262e-01
  3.65136367e-03 -1.66243638e-01 -9.72046649e-02  8.62574504e-02
 -7.26697031e-02 -6.17224845e-02 -8.95581202e-02  3.22915315e-02
 -5.08852928e-02  4.08113822e-03 -9.68195889e-02  1.95151978e-02
  2.62403081e-02  8.22966514e-02  2.48237708e-02 -2.50850741e-02
 -1.91328706e-01  6.69485424e-02  1.58542069e-01  6.46380743e-02
  5.79817313e-02 -8.36719251e-02  9.11534396e-02  8.37819480e-02
  2.07942070e-01  4.40089041e-02 -1.43909117e-01  2.41828919e-01
  1.21354551e-01 -2.01670791e-01 -1.01275487e-01  1.28395974e-01
 -1.10297313e-01 -1.83517123e-01 -1.97710000e-01 -3.68574556e-03
  1.92951541e-02  3.93054528e-02 -2.81106868e-02 -3.35868739e-04
 -8.63674732e-02  3.90579026e-01 -2.50438165e-02  6.71685881e-02
  5.55612404e-02  1.71359665e-02  1.04631164e-01  1.27955882e-01]"
736,"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .",2,"[-0.07876795  0.14120945 -0.02663789 -0.16756092  0.01173463 -0.07790866
 -0.16082983  0.13963409 -0.06333659  0.03397763  0.04339398  0.00546005
 -0.00287995 -0.24733135 -0.10232673 -0.00634619  0.01087535  0.05782284
  0.15309625  0.16756092  0.0217686  -0.2278542  -0.0425705  -0.07654812
 -0.10690959 -0.0108664  -0.13318944 -0.03218745 -0.00489614  0.10970227
 -0.03213374  0.05889694 -0.08857814  0.1515209  -0.00773358  0.00751428
 -0.14794053 -0.09953404  0.10175387 -0.05964882  0.01629959  0.10812691
 -0.19162093  0.22026383  0.20078666  0.16097304 -0.18675165 -0.03125655
  0.0376654   0.10683799 -0.01209267 -0.19935452 -0.16627199  0.08012849
 -0.08492617  0.02133895  0.03392392  0.44052766  0.10153905  0.06390945
 -0.2367335  -0.10791209  0.02518784  0.06720338]"
737,"M-real Corporation Stock Exchange Announcement 29 September 2006 at 4.15 p.m. Kyro Corporation and M-real Corporation , a Metsaliitto Group subsidiary , have agreed on an arrangement which gives M-real option to purchase the Kyroskoski natural gas powerplant from Kyro .",1,"[ 0.07419037  0.03551857 -0.06431419  0.12351179 -0.08132978  0.02586549
 -0.11631289  0.11768127  0.04685238  0.01482171  0.05428926 -0.04444283
 -0.15849491 -0.18895639 -0.08049685 -0.04402636 -0.15480621 -0.00078599
 -0.22977001  0.02164134  0.07210804 -0.12255987  0.26130241  0.01676274
 -0.07930695 -0.09239586 -0.07662967 -0.09971376 -0.19918954  0.12922332
  0.02686203  0.14350214 -0.10500882  0.102867   -0.2021643   0.01111071
  0.19193115 -0.0281263   0.11690784  0.00713941  0.02759085  0.0762132
 -0.15159348  0.08769575  0.06978773  0.12684352 -0.09786941 -0.04548399
 -0.06598005 -0.13826658  0.15397328 -0.01196595 -0.21108855 -0.04714985
  0.00635482  0.07032319  0.00690887  0.47120107 -0.20037943  0.01047113
 -0.11542047 -0.12720049  0.10899499 -0.04066489]"
738,Finnish-Swedish Stora Enso does not understand the decision issued by a federal judge in Brazil concerning Stora Enso 's associated pulp company Veracel .,0,"[ 0.24717135  0.23177008 -0.03772055  0.02108281 -0.06376495 -0.00269209
 -0.03772055  0.05665908 -0.18969837 -0.09954469  0.17742745  0.09509961
 -0.20096758 -0.08877633 -0.04914628  0.11807628 -0.0987308   0.00104671
  0.13760957 -0.11932841  0.13422882 -0.14036427 -0.02347752 -0.09772909
  0.1015481   0.02745305 -0.12139443  0.05550086 -0.1257769   0.16052364
  0.18969837  0.1705407  -0.11707457  0.18418897 -0.14712579  0.23778033
  0.04122653 -0.12771771  0.17993172  0.07281162  0.01440737 -0.07594195
  0.02474531  0.20171885  0.02485487  0.12427435 -0.17755266 -0.00816235
 -0.1779283  -0.0325868   0.17367105  0.05744167 -0.07606717 -0.09134321
 -0.00078845  0.21173593 -0.12646558  0.12922028  0.00119246  0.1788048
 -0.12339785 -0.05240183  0.00329468  0.11425727]"
739,The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,2,"[ 0.07978124  0.11142573  0.00629411 -0.02266395  0.08988273 -0.07426664
  0.01522956  0.20543152 -0.06782436 -0.15317172  0.11080727 -0.04844597
 -0.00250927 -0.25645441 -0.10493191 -0.05037866  0.06529898 -0.16914858
  0.01696897 -0.03246911 -0.21460534 -0.03045911  0.02819143 -0.09905654
 -0.05808362 -0.13142258 -0.04813674  0.1379164   0.06607206  0.0933358
 -0.22037763 -0.01007573 -0.07364818  0.01538417 -0.14008101  0.08591429
  0.2867589  -0.23460217  0.06571129  0.1194657   0.02705759 -0.08246123
 -0.04823981  0.12410414  0.19976231 -0.21017304 -0.07158665  0.04092138
 -0.15492402 -0.11225034 -0.16059324 -0.04066369 -0.04151407 -0.06426822
  0.08941889  0.05228557 -0.10946728  0.39478312  0.06911282  0.12812413
 -0.15863477  0.06509283 -0.04867789 -0.03161873]"
740,"Compared with the FTSE 100 index , which rose 36.7 points ( or 0.6 % ) on the day , this was a relative price change of -0.2 % .",0,"[-3.81860125e-02  1.16388447e-01 -3.35619269e-05  4.79692053e-02
  7.50465634e-02 -1.03386265e-01 -1.39236935e-01  1.89857068e-01
 -2.87310298e-01 -1.72468233e-02 -1.08688121e-01  1.11907114e-01
 -5.59219983e-02 -1.36712238e-01 -1.05342901e-01  1.13295689e-01
 -1.75340066e-01 -8.03484238e-02  8.01590701e-02  1.66314286e-02
  6.27702328e-02 -3.43358542e-02 -5.09672815e-02 -9.32874876e-02
 -3.45378305e-01 -7.81393117e-02  3.04067961e-02  6.56420732e-02
  1.77233603e-01  2.66607800e-01 -8.48928742e-02 -2.32903130e-02
 -1.13989986e-01  3.95114788e-02 -2.98545193e-02 -4.12156477e-02
  8.13583006e-02 -1.52112880e-01  1.00514427e-02 -9.94887673e-03
 -1.30400505e-01  3.64818426e-01  1.20790884e-02  9.83368716e-02
  5.58273214e-02 -2.58781238e-01 -3.69552254e-02  4.17205861e-02
  3.22214214e-02 -1.56909802e-01 -7.67507323e-02  9.30981339e-02
 -8.55871615e-02  9.12677245e-02  4.26436769e-03 -2.44106461e-02
 -3.67974307e-02  2.60043596e-01 -5.15353378e-02 -3.65449615e-02
  2.03869126e-01  3.51248207e-02  3.79019843e-02 -5.41231525e-02]"
741,Net sales surged by 30 % to EUR 36 million .,2,"[ 0.04048464  0.02765881  0.02681894  0.10841458  0.03074783 -0.02341675
 -0.18904223  0.36692412 -0.09491969  0.18357594 -0.02929585  0.10317605
 -0.04820007 -0.15806663 -0.23436681 -0.03487601 -0.11086301 -0.16467171
 -0.08643557  0.14861452 -0.02105372  0.04748832 -0.11029361  0.00294845
 -0.04424272 -0.09349618 -0.03419273  0.04284767 -0.07499055  0.16159694
 -0.03988677 -0.03385109 -0.06895486  0.02257688  0.16934084  0.12800209
  0.04398648 -0.14030122  0.11484884 -0.02977984  0.01888999  0.18881446
 -0.18687849  0.22149827  0.03419273 -0.00143775 -0.12914089  0.15704171
 -0.00634174 -0.09469193 -0.07077695  0.02179395 -0.07664181 -0.07026449
  0.06172342  0.00899659  0.12572446  0.42955859 -0.00785066  0.13825136
  0.05594397  0.04190816  0.18915611  0.07544607]"
742,OCBC Cycle to feature a mix of on-site and virtual events,1,"[ 0.00070997 -0.08158881 -0.13370434  0.14966903 -0.09916533  0.14897826
  0.06677542  0.2426941  -0.22933902  0.04885351  0.07778952 -0.03333014
 -0.00825578 -0.06900126  0.0046076  -0.22749694 -0.14176344  0.00353785
  0.01188718 -0.03041352  0.15603956  0.01725032 -0.10691742  0.0822796
 -0.17469062 -0.03319582  0.06309125  0.05061883  0.15980048  0.14897826
  0.22995304  0.08450544  0.019409   -0.10883625 -0.14437306  0.10254248
  0.2678692   0.1581119  -0.02419649 -0.13170876 -0.26311048  0.13800253
  0.0834309   0.02742014 -0.00657201  0.02972274 -0.01757652 -0.13685123
  0.11973523 -0.19142286  0.00416387  0.07537179  0.23455824  0.17453713
  0.03995012 -0.11919795  0.01138828  0.12825485  0.10707092 -0.0630145
 -0.01503406 -0.23686084  0.08235634  0.04110142]"
743,"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",2,"[-0.22476016  0.11339844 -0.04573677 -0.13526344  0.09896156  0.1683305
  0.00565345  0.07020759 -0.11669317  0.05586057  0.08973633 -0.11064286
 -0.16401741  0.07505982 -0.2547122   0.05373397 -0.10698871  0.07482021
 -0.0070275  -0.08500391  0.09584655 -0.16138162  0.08889767 -0.14472828
  0.03150955  0.0673322  -0.02815492 -0.0600838  -0.09057499  0.1273561
  0.00731204  0.1845046  -0.04399956  0.00077267 -0.01492361 -0.07068683
  0.13921711 -0.04271162 -0.06427709  0.12891361 -0.15742795 -0.03639173
 -0.09530741  0.16952858  0.13382574  0.12220435  0.08422515 -0.01015374
  0.14988003  0.07817484  0.10423312 -0.01800118 -0.13083054  0.17204455
  0.03998598  0.04975035 -0.02331767  0.50606975  0.07422117 -0.0863817
 -0.12519955 -0.11519557  0.18522345 -0.04954069]"
744,"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",1,"[ 0.0360813   0.03170627 -0.01815889  0.00928215  0.01146966 -0.07473018
  0.08223023 -0.00725511  0.1065547   0.06902069  0.17581188  0.00276606
 -0.01472137 -0.13405487 -0.10175738  0.15837933 -0.13479812 -0.00228887
 -0.00293287 -0.1014871   0.14473061 -0.11682503  0.0044257   0.05942603
 -0.10290603 -0.02076026 -0.03858132  0.01145277  0.04043943  0.21932566
 -0.18486599 -0.08223023  0.06405444 -0.06324363 -0.21000128  0.03155424
  0.15986583 -0.05408817  0.29054231  0.07452748 -0.01210311  0.12797375
 -0.01927377  0.08290591 -0.19419036  0.08567619 -0.08918973  0.04814218
  0.16081179 -0.0232096   0.11871694  0.12033857  0.25243396  0.21148778
  0.01207778  0.20513639  0.1029736   0.34648858 -0.11466286  0.2112175
 -0.09371678 -0.24270417  0.02312514  0.03322655]"
745,"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .",1,"[ 1.59401513e-02  7.28950222e-02 -1.23720213e-02 -1.85092047e-02
  5.52271399e-02 -1.58530142e-01 -9.29065971e-02  1.40261308e-01
 -6.58639216e-02  1.18386797e-02  5.80760114e-04  4.88645996e-03
 -1.44708325e-01 -7.90847872e-02 -1.03302995e-01  8.69572083e-02
  4.08043819e-02 -6.73437572e-03 -1.48073637e-01 -1.47833254e-01
  1.22172773e-01 -8.26904757e-02 -3.34728167e-02 -1.13098456e-01
 -9.08032731e-02 -3.09629184e-04 -3.07985964e-02 -9.45892457e-02
 -7.77626991e-02 -7.55316783e-03  2.16040890e-02  1.50838002e-02
 -6.77268618e-02 -7.57795670e-02  1.06548115e-01 -1.72321895e-02
  6.22582368e-02 -1.37136380e-01  1.72231760e-01  7.72218470e-02
  7.76425072e-02  8.58154043e-02 -1.99154244e-01  2.75084049e-02
  9.78944659e-02  1.77880666e-01 -2.37494738e-01 -8.70623772e-03
 -3.34427668e-02  2.37825264e-02  1.14480636e-01 -4.85866648e-02
 -1.23554954e-01  2.22230648e-01 -1.25222583e-02  8.76783445e-02
  3.12192604e-02  6.31716762e-01 -4.00832457e-02  1.06608215e-01
 -3.33225787e-02 -1.96750452e-01  2.64867928e-02 -8.01664915e-02]"
746,"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .",1,"[-0.19090875  0.11427719 -0.01638983  0.16573397 -0.12051262 -0.07966186
 -0.17797172  0.208974    0.01450318  0.01719111  0.22971989 -0.20349616
  0.06078078  0.17447521  0.05541948  0.14941699  0.0197115  -0.05291366
  0.1328669   0.04755237 -0.07878775  0.07156165 -0.05935305  0.05067007
  0.06462693 -0.02859844  0.01432836 -0.06410246 -0.06975513 -0.11829816
 -0.17039598 -0.08892759 -0.02266896  0.0288024   0.02701044  0.12750561
 -0.11171309  0.06247075 -0.16981322  0.07371782  0.02673364 -0.12424221
 -0.1921908  -0.12249396 -0.11515132 -0.01545743 -0.08036117  0.02271267
  0.02759319 -0.14965009  0.04469689  0.11911402 -0.0412004   0.20745885
  0.06054768  0.01723482 -0.27412541  0.41375221  0.18974326  0.06381108
 -0.09323993 -0.09597886  0.12634011 -0.02865671]"
747,17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,0,"[-0.01525586 -0.11024307 -0.04743793  0.05237474  0.15382064 -0.00134092
 -0.13303406  0.15411758 -0.14810432 -0.0296951   0.19272121  0.05586391
 -0.23518522  0.09658332  0.11744413  0.21885291 -0.03685905 -0.17312246
  0.17148922 -0.10749628 -0.01354839 -0.0013444   0.08069644 -0.01355767
  0.04131331  0.08322052 -0.01751083  0.03511446 -0.10422981 -0.1521874
 -0.04495096 -0.07330978 -0.09101549 -0.10267082 -0.01628591  0.17401331
 -0.18470355 -0.11633056 -0.01783562  0.25968367  0.20029346 -0.07869202
 -0.13912156  0.20593554 -0.01202652 -0.10809018  0.10385862  0.09873622
  0.19197884 -0.18574287 -0.12182416  0.00067916 -0.15248435 -0.05018472
  0.02321786  0.00515952  0.11499429  0.32337967  0.15842337  0.17505264
 -0.000649    0.01218427  0.06195141 -0.04539639]"
748,"This could be any of us at any time , '' she said .",1,"[-0.09481277 -0.00778545 -0.01376557  0.00967017 -0.02529121 -0.09588259
 -0.04382918 -0.08598677  0.06920397  0.04560107 -0.06104659  0.22573197
  0.13840794 -0.10798494  0.12015414 -0.0563327  -0.26424548  0.07729448
 -0.08946368 -0.00521955 -0.11888372 -0.12677365 -0.38540259 -0.01650698
  0.15485642  0.00854184  0.03640731 -0.05262176 -0.07395129  0.11146185
  0.0107567   0.1049092  -0.07548916 -0.28724662 -0.05298951  0.04937887
 -0.08237612  0.26758867 -0.0212961   0.25983248  0.07655898 -0.07756194
 -0.04623628 -0.01409153  0.06920397  0.12730855 -0.13105292  0.05071614
  0.04031883  0.10791807 -0.02331873 -0.00294827  0.00220023 -0.02291755
 -0.12075591 -0.04219102  0.19390483 -0.37336712  0.01812007 -0.05619897
 -0.17063625  0.02017613  0.06940456  0.0349363 ]"
749,"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",0,"[-0.14818056  0.05648208 -0.04065038 -0.1000062  -0.11296416 -0.0010948
  0.0341714   0.07753877 -0.17639547 -0.21673236  0.00041637 -0.1344911
 -0.32896501  0.01681139 -0.1351181   0.04974185 -0.0680293  -0.11609916
  0.24724627  0.04114675  0.1325056   0.05517584 -0.1327146  -0.07147778
 -0.07126879 -0.07795677 -0.22195733  0.09509471 -0.07973326 -0.08689149
 -0.07487402 -0.11150117  0.01527002 -0.00456206  0.13731258  0.21944935
 -0.00572136 -0.03116703  0.11578565  0.10638068  0.01127943  0.13647659
 -0.17566398  0.18433745 -0.02368224 -0.170648   -0.05321646  0.07847927
 -0.07367228 -0.12989311 -0.0682383   0.09723696  0.03155891 -0.06343131
 -0.04788698  0.12383213 -0.02340793  0.31851506 -0.14264207 -0.08694374
 -0.12843012 -0.17670898  0.19729541  0.03626139]"
750,The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,0,"[-0.15369898  0.10794501  0.02674092 -0.20337822 -0.16424815 -0.25084949
  0.07991611  0.01583909 -0.16878675 -0.1633895   0.0804681   0.02721625
 -0.2504815   0.00499092 -0.0033867   0.10929433 -0.00716056 -0.04133803
  0.06130173 -0.12806203  0.08034544  0.17430666 -0.01655975  0.01074084
  0.11524356 -0.08923863 -0.05430983  0.13039267  0.01202882  0.00745189
 -0.08494537  0.01227415  0.07243356  0.03839408  0.06421502  0.29635813
  0.13885654  0.05112055  0.12493408  0.02963888 -0.09297991  0.0589711
 -0.01613042  0.22766584 -0.086724    0.1431498  -0.2521988   0.04578463
  0.07488685 -0.14940571 -0.01879838  0.06973493 -0.16805075 -0.10027847
 -0.01918171  0.01649841 -0.04219669  0.25268946 -0.00776621 -0.0479006
 -0.11671554 -0.35769053  0.065135   -0.01462011]"
751,"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",1,"[-0.1024903   0.12017348 -0.0084762   0.26127809  0.07022751 -0.21118776
 -0.25608139  0.34096068 -0.18044067  0.12630846  0.07062448 -0.06618564
 -0.00706876 -0.06373164  0.00208973 -0.09404568 -0.21190953  0.02417905
 -0.28610672  0.17380045 -0.01758394  0.03727904 -0.05514267 -0.07210409
  0.0117918   0.00118414 -0.02632629  0.00158562 -0.03219062  0.20166049
 -0.06557214  0.05615314 -0.02293401  0.06329859  0.01722306 -0.03944433
  0.12941204 -0.12262748  0.05712752 -0.02215811  0.14182637  0.0635512
 -0.05546746  0.0705523   0.13359827  0.23226322 -0.10328424  0.00797548
 -0.00205026  0.06892833 -0.03706251  0.09498397  0.06495864  0.04189832
 -0.05196691  0.05232779 -0.06882007  0.39581464  0.00458996  0.10566605
 -0.08863246  0.03119819  0.03821734  0.14464124]"
752,"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",1,"[ 0.10853748  0.00403399  0.00517074  0.00988382 -0.08125548 -0.1061754
 -0.09082189  0.0911762  -0.11042714  0.14822039  0.12554444 -0.15011005
 -0.17821877 -0.14916522 -0.15070056 -0.01007574 -0.02574665  0.00935973
 -0.16073941  0.0635399   0.07363777 -0.267151    0.09991589  0.03802945
 -0.00542171  0.00420376 -0.11024999 -0.07812572  0.05539072  0.01130845
 -0.04644436  0.15400749 -0.01500658  0.08149168 -0.09536889  0.18790329
  0.15672387  0.05828427  0.32313224  0.20585509  0.05246765  0.25652166
 -0.15778679  0.21754738 -0.04301934  0.15353506 -0.06507525 -0.04405275
  0.02041721  0.05849095  0.17857308  0.0621817  -0.0259238  -0.09153052
  0.06708301 -0.07334251 -0.09412881  0.33092712 -0.12076123  0.02753297
 -0.11373405 -0.11515129  0.0771809   0.12389098]"
753,"Includes company and brand share data by category , as well as distribution channel data .",1,"[ 0.01195412  0.0668821  -0.10132215 -0.15658878  0.06562912 -0.18584757
 -0.1304455   0.10409903 -0.1219794   0.20386341 -0.07111514 -0.23163218
 -0.09326243 -0.0712506  -0.04348183  0.11906707  0.00212499 -0.03477869
  0.29367166 -0.03992607  0.14385578 -0.02649886 -0.00664588 -0.06556139
  0.03063031 -0.02148693 -0.13180007  0.03064724 -0.01526436  0.12760089
  0.03802967  0.08730231 -0.10660499  0.0175756  -0.22878758  0.03056258
 -0.01159854  0.1108719   0.15658878  0.11114281 -0.11662884  0.07233426
 -0.09691978  0.13762474 -0.04253363  0.1469713  -0.0243654  -0.22905849
  0.04473481 -0.09068874 -0.05448775 -0.2029152   0.03789421 -0.02753172
 -0.03593008  0.15401507  0.11662884  0.33485074 -0.06996375  0.28202234
 -0.14412669  0.13098732  0.04686826  0.13809883]"
754,"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms .",2,"[-0.03553057  0.15618467  0.00118147  0.00730495 -0.04293638 -0.04002593
  0.19641231  0.17116918 -0.09820616 -0.07474964  0.03322526 -0.06708449
 -0.03965131 -0.16379219 -0.16897914 -0.05140839 -0.05342553 -0.16091055
 -0.18442471 -0.02256321 -0.00806858 -0.16263952  0.07745838 -0.13416897
  0.08898492 -0.01459549 -0.0579497   0.03187089  0.01978243 -0.00799654
 -0.24735962  0.04576038 -0.06281966 -0.09912827 -0.09313447  0.1220661
  0.11774364  0.17969881  0.09203945  0.17128444  0.19445279  0.07722785
 -0.10477628  0.01541675 -0.03230314 -0.11520781  0.0276493   0.0343491
 -0.01965276 -0.1881132  -0.04512642  0.12782937 -0.0449247  -0.01040991
  0.12817517  0.13347738 -0.28724146  0.38706133 -0.01504214  0.22661185
 -0.21888906  0.06351126 -0.0973993   0.06391468]"
755,"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",1,"[-0.01425325  0.01206544 -0.05982899  0.00245587  0.03617466 -0.2408756
  0.15301666  0.19426011  0.11315955  0.03457171  0.21730791 -0.260111
 -0.10579464 -0.19633961 -0.11229308 -0.04444935 -0.03550316 -0.07005321
  0.15353654  0.09825645  0.08642928 -0.07178613  0.10085583 -0.01337596
  0.19633961  0.07256594 -0.18074334 -0.05597325  0.23567684  0.08538954
 -0.02205138  0.20309798 -0.00304615 -0.12944897 -0.07702821 -0.13620735
  0.06702061 -0.16358746  0.24035572 -0.0301961  -0.15388312  0.02348104
  0.01114483  0.11844494 -0.11151327 -0.14816449  0.05731626 -0.1077875
  0.052854   -0.18750173  0.10822073  0.00522312 -0.15925517 -0.0675838
  0.09045832  0.17987689 -0.0745588   0.21262904  0.05038459  0.02893973
 -0.17693092 -0.09635024  0.00288639  0.04535913]"
